"SOURCE_SYSTEM","SOURCE_CONN","TABSCHEMA","TABNAME","COLNO","COLNAME","TYPENAME","LENGTH","SCALE","REMARKS","TAB_CATALOG","TAB_REMARKS","LIMITIERUNG"
"21C",SBK21C,USR01537,LE_DIAGNOSE,40,VERORDNUNG_VERORDNUNG_ID,BIGINT,8,0,foreign key; references table LE_Verordnung (class leistungen.business.VerordnungModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,41,AUSLMSTAMMND_LMKVSTELLV_ID,BIGINT,8,0,foreign key; references table LE_LMKVSTELLV (class leistungen.business.eel.krankengeld.LmKrankenhausbehandlungStellvertreterModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,42,ZAUFETLNDG_ZEITRAUFENTH_ID,BIGINT,8,0,foreign key; references table LE_ZeitraumAufenthalt (class leistungen.business.khpv.ZeitraumAufenthaltModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,4,VALIDFROM,DATE,4,0,attribute ValidFrom in class framework.business.TemporalModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,5,VALIDTO,DATE,4,0,attribute ValidTo in class framework.business.TemporalModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,6,TAGE,SMALLINT,2,0,attribute Tage in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,7,BETRAG,DECIMAL,15,2,attribute Betrag in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,8,TAGEIMFOLGEJAHR,SMALLINT,2,0,attribute TageImFolgejahr in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,9,BETRAGIMFOLGEJAHR,DECIMAL,15,2,attribute BetragImFolgejahr in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,10,SACHLAGE,SMALLINT,2,0,attribute Sachlage in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel; codetype kerntabellen.business.ZuzahlungSachlageType,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,11,STATUS,SMALLINT,2,0,attribute Status in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel; codetype kerntabellen.business.ZuzahlungStatusType,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,12,ERMITTELTDURCH,SMALLINT,2,0,attribute ErmitteltDurch in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel; codetype kerntabellen.business.ZuzahlungErmitteltDurchType,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,13,FAELLIGKEIT,DATE,4,0,attribute Faelligkeit in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,14,STORNIERT,SMALLINT,2,0,attribute Storniert in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,15,STORNIERUNGSDATUM,DATE,4,0,attribute Stornierungsdatum in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,16,PRUEFVERMERK,SMALLINT,2,0,attribute Pruefvermerk in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel; codetype kerntabellen.business.ZuzahlungPruefvermerkType,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,17,PRUEFVERMERKDATUM,DATE,4,0,attribute PruefvermerkDatum in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,18,PERSISTENTERLEDIGT,SMALLINT,2,0,attribute PersistentErledigt in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,19,PERSISTENTSTORNIERT,SMALLINT,2,0,attribute PersistentStorniert in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,20,TAGEAUSPRODUKT,SMALLINT,2,0,attribute TageAusProdukt in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,21,TAGEAUSANDERENLM,SMALLINT,2,0,attribute TageAusAnderenLM in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,22,LMKV_LMKV_ID,BIGINT,8,0,foreign key; references table LE_LmKv (class leistungen.business.khpv.kv.LmKvModel),,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,23,ZHLNGZUZHLNG_ZAHLUNG_ID,BIGINT,8,0,foreign key; references table LE_Zahlung (class leistungen.business.ZahlungModel),,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_ZUZAHLUNGLM,24,VERMINDERTEZUZAHLUNG,SMALLINT,2,0,attribute VerminderteZuzahlung in class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,,class leistungen.business.khpv.zuzahlung.ZuzahlungLmModel,
"21C",SBK21C,USR01537,LE_DIAGNOSE,43,ENTLFAB_AUFENTHALT_ID,BIGINT,8,0,foreign key; references table LE_Aufenthalt (class leistungen.business.khpv.AufenthaltModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,44,ANTRAGKFO_ANTRAGKFO_ID,BIGINT,8,0,foreign key; references table LE_AntragKFO (class leistungen.business.sonstige.kfo.AntragKFOModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,45,VERLDAU_ANTRAGKFO_ID,BIGINT,8,0,foreign key; references table LE_AntragKFO (class leistungen.business.sonstige.kfo.AntragKFOModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,46,LEISTGSMASSN_LMKFO_ID,BIGINT,8,0,foreign key; references table LE_LMKFO (class leistungen.business.sonstige.kfo.LMKFOModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,47,LMKV_LMKV_ID,BIGINT,8,0,foreign key; references table LE_LmKv (class leistungen.business.khpv.kv.LmKvModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,48,LMPV_LMPV_ID,BIGINT,8,0,foreign key; references table LE_LmPv (class leistungen.business.khpv.pv.LmPvModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,49,ANTRAGZAHNER_ANTRZAHNERSA_ID,BIGINT,8,0,foreign key; references table LE_AntragZahnersatz (class leistungen.business.sonstige.zahnersatz.AntragZahnersatzModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,50,LMZAHNERSATZ_LMZAHNERSATZ_ID,BIGINT,8,0,foreign key; references table LE_LMZahnersatz (class leistungen.business.sonstige.zahnersatz.LMZahnersatzModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,51,LMSONSTIGE_LMSONSTIGE_ID,BIGINT,8,0,foreign key; references table LE_LMSonstigeLeistung (class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,52,ANTRAGSONST_ANTRAGSONST_ID,BIGINT,8,0,foreign key; references table LE_AntragSonstige (class leistungen.business.sonstige.sonstigeleistung.AntragSonstigeModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,56,VERLAENGKV_ANTRAGKV_ID,BIGINT,8,0,foreign key; references table LE_AntragKv (class leistungen.business.khpv.kv.AntragKvModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,53,VERLAENGSONS_ANTRAGSONST_ID,BIGINT,8,0,foreign key; references table LE_AntragSonstige (class leistungen.business.sonstige.sonstigeleistung.AntragSonstigeModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,54,ANTRAGPV_ANTRAGPV_ID,BIGINT,8,0,foreign key; references table LE_AntragPv (class leistungen.business.khpv.pv.AntragPvModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_DIAGNOSE,55,ANTRAGKV_ANTRAGKV_ID,BIGINT,8,0,foreign key; references table LE_AntragKv (class leistungen.business.khpv.kv.AntragKvModel),,class leistungen.business.DiagnoseModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,4,HATROUTINGSLIP,SMALLINT,2,0,attribute HatRoutingSlip in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,5,SCHNITTSTNVER,VARCHAR,5,0,attribute SchnittstellenVersion in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,6,EGKKARTENGENERATION,SMALLINT,2,0,attribute EgkKartengeneration in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkKartengenerationType,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,7,AUFTRAGSNUMMER,BIGINT,8,0,attribute Auftragsnummer in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,8,AUSFUEHRUNGNICHTVOR,DATE,4,0,attribute AusfuehrungNichtVor in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,9,AUFTRAGVOM,DATE,4,0,attribute AuftragVom in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,10,AUFTRAGSARTKAMS,SMALLINT,2,0,attribute AuftragsArtKams in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkKamsEreignisType,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,11,AUFTRAGSARTVSDD,SMALLINT,2,0,attribute AuftragsArtVsdd in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkVsddEreignisType,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,12,AUFTRAGSTATUS,SMALLINT,2,0,attribute AuftragStatus in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkAuftragStatusType,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,13,AUFTRAGSTATUSVSDD,SMALLINT,2,0,attribute AuftragStatusVsdd in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkAuftragStatusType,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,14,AUFTRAGSTATUSWARTETGRUND,SMALLINT,2,0,attribute AuftragStatusWartetGrund in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkGrundStatusWartetType,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,15,KVNUMMER,VARCHAR,10,0,attribute KvNummer in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,16,KENNZEICHENGESCHPERSON,SMALLINT,2,0,attribute KennzeichenGeschuetztePerson in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,17,KARTENSTATUS,SMALLINT,2,0,attribute KartenStatus in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkKartenStatusAuftragType,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,18,AUSWKARTENSTATALKARTE,SMALLINT,2,0,attribute AuswirkungKartenstatusAlteKarte in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkAuswirkungAlteKartenType,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,19,EGKGUELTIGBIS,DATE,4,0,attribute EgkGueltigBis in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,20,KARTENPERSONALISIERER,SMALLINT,2,0,attribute KartenPersonalisierer in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkKartenPersonalisiererType,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,21,KARTENKOERPERTYP,SMALLINT,2,0,attribute KartenKoerperTyp in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkKartenkoerperTypType,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,22,KARTENOPTIK,SMALLINT,2,0,attribute KartenOptik in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,23,HATBRAILLE,SMALLINT,2,0,attribute HatBraille in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,24,AUSGRUNDLICHTBILDLIEGTVOR,SMALLINT,2,0,attribute AusschlussgrundLichtbildLiegtVor in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,25,REFERENZLICHTBILD,VARCHAR,256,0,attribute ReferenzLichtbild in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,26,AUSGRUNDUNTSCHRLIEGTVOR,SMALLINT,2,0,attribute AusschlussgrundUnterschriftLiegtVor in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,27,REFERENZUNTERSCHRIFT,VARCHAR,256,0,attribute ReferenzUnterschrift in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,28,KARTENSTATIMBESTGEAENDAM,DATE,4,0,attribute KartenStatusImBestandGeaendertAm in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,29,KARTENSTATAENDERUNGSGRUND,SMALLINT,2,0,attribute KartenStatusAenderungsGrund in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkKartenStatusGrundType,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,30,BRIEFKENNZEICHEN,VARCHAR,3,0,attribute BriefKennzeichen in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,31,ANFORDERUNGSGRUND,SMALLINT,2,0,attribute AnforderungsGrund in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkGrundAnforderungType,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,37,AUFTRAGSNOTIZ,VARCHAR,2048,0,attribute AuftragsNotiz in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,38,NEULICHTBILDBESTAET,SMALLINT,2,0,attribute NeuauftragLichtbildDurchSBBestaetigt in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,39,AUFTRAGSHERKUNFT,SMALLINT,2,0,attribute AuftragsHerkunft in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkAuftragsHerkunftType,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,40,BEREICHSWECHSEL,SMALLINT,2,0,attribute Bereichswechsel in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,41,RUECKFORDERUNG,SMALLINT,2,0,attribute Rueckforderung in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,42,RUECKFORDERUNGAM,DATE,4,0,attribute RueckforderungAm in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,43,KARTENRUECKGABEAM,DATE,4,0,attribute KartenRueckgabeAm in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,44,ERINNERUNGRUECKFORDAM,DATE,4,0,attribute ErinnerungRueckforderungAm in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,45,PRUEFLISTENEINTRAGAM,DATE,4,0,attribute PrueflistenEintragAm in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,46,VERSPERS_VERSPERSON_ID,BIGINT,8,0,foreign key; references table ME_VersichertePerson (class meldungen.business.VersichertePersonModel),,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,32,GEBUEHR,DECIMAL,6,2,attribute Gebuehr in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,33,MITKOSTENBETEILIGUNG,SMALLINT,2,0,attribute MitKostenbeteiligung in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,34,REFERENZNUMBUCHUNG,VARCHAR,33,0,attribute ReferenznummerBuchung in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,35,BELEGNUMMER,VARCHAR,21,0,attribute BelegNummer in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,36,LICHTBILDERSTELLTAM,DATE,4,0,attribute LichtbildErstelltAm in class meldungen.business.egk.EgkAuftragModel,,class meldungen.business.egk.EgkAuftragModel,
"21C",SBK21C,USR01537,ME_EGKAUFTRAG,47,BRIEFTYP,SMALLINT,2,0,attribute Brieftyp in class meldungen.business.egk.EgkAuftragModel; codetype kerntabellen.business.EgkBriefTypType,,class meldungen.business.egk.EgkAuftragModel,
